Row,SectorANZSIC,Sector,SectorGroup,Fuel,FuelGroup,Technology,TechnologyGroup,EndUse,EndUseGroup,Transport,Period,PeriodEndDate,TJ
2218,"R, S","Arts, Recreational and Other Services",Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2018,31/12/2018,189.36082
2219,"R, S","Arts, Recreational and Other Services",Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2018,31/12/2018,236.645253
2220,C113,Dairy Product Manufacturing,Industrial,Fuel Oil,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2018,31/12/2018,5.213699
2221,C21,Primary Metal and Metal Product Manufacturing,Industrial,Fuel Oil,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2018,31/12/2018,386.455544
2222,C14,Wood Product Manufacturing,Industrial,Geothermal,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2018,31/12/2018,575.972126
2223,A,,"Agriculture, Forestry and Fishing",Geothermal,Renewables,,,,,Non-Transport,2018,31/12/2018,464.238526
2224,A,,"Agriculture, Forestry and Fishing",Natural Gas,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,136.047261
2225,A,,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,104.183897
2226,B-E,,Industrial,Diesel,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,278.492169
2227,B-E,,Industrial,Electricity,Electricity,,,,,Non-Transport,2018,31/12/2018,334.726556
2228,B-E,,Industrial,Coal,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,29.443699
2229,B-E,,Industrial,Natural Gas,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,211.106924
2230,"F-H, I52-I53, J-S",,Commercial,Biogas,Renewables,,,,,Non-Transport,2018,31/12/2018,260
2231,"F-H, I52-I53, J-S",,Commercial,Geothermal,Renewables,,,,,Non-Transport,2018,31/12/2018,2384.777612
2232,I52-I53,,Commercial,Natural Gas,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,314.655947
2233,"F-H, I52-I53, J-S",,Commercial,Diesel,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,2439.270827
2234,"F-H, I52-I53, J-S",,Commercial,Petrol,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,532.630656
2235,Z001,,Residential,Fuel Oil,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,47.627394
2236,Z001,,Residential,Solar,Renewables,,,,,Non-Transport,2018,31/12/2018,364
2237,Z001,,Residential,Geothermal,Renewables,,,,,Non-Transport,2018,31/12/2018,213.527615
2238,Z003,Industrial - Unallocated,Industrial,Coal,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,1172.630498
2239,Z003,Industrial - Unallocated,Industrial,Diesel,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,5136.960653
2240,Z003,Industrial - Unallocated,Industrial,Biogas,Renewables,,,,,Non-Transport,2018,31/12/2018,50.2616
2241,Z003,Industrial - Unallocated,Industrial,Geothermal,Renewables,,,,,Non-Transport,2018,31/12/2018,
2242,Z003,Industrial - Unallocated,Industrial,LPG,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,3558.133283
2243,Z003,Industrial - Unallocated,Industrial,Petrol,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,61.225358
2244,Z003,Industrial - Unallocated,Industrial,Electricity,Electricity,,,,,Non-Transport,2018,31/12/2018,
2245,Z003,Industrial - Unallocated,Industrial,Fuel Oil,Fossil Fuels,,,,,Non-Transport,2018,31/12/2018,
2246,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,0.768741
2247,C113,Dairy Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,3419.541559
2248,C113,Dairy Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,2857.739907
2249,C113,Dairy Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,5056.214868
2250,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,1649.066821
2251,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,29.121957
2252,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,146.472898
2253,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,341.775425
2254,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,12.018114
2255,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,200.710622
2256,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,159.212583
2257,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,35.873212
2258,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,175.108558
2259,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,47.298761
2260,"R, S","Arts, Recreational and Other Services",Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,43.733504
2261,"R, S","Arts, Recreational and Other Services",Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,762.488676
2262,"R, S","Arts, Recreational and Other Services",Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,231.259842
2263,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Fuel Oil,Fossil Fuels,Internal Combustion Engine (Sea Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,903.147823
2264,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,1596.033531
2265,J,Information Media and Telecommunications,Commercial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,
2266,"R, S","Arts, Recreational and Other Services",Commercial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,42.754701
2267,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,5825.163638
2268,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,3007.436572
2269,"A0111, A0114, A0122",Indoor Cropping,"Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,12.928132
2270,"A0111, A0114, A0122",Indoor Cropping,"Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,13.57454
2271,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,341.39563
2272,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2017,31/12/2017,819.45829
2273,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,339.162693
2274,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,197.249136
2275,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,330.743804
2276,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,1281.92814
2277,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2017,31/12/2017,1191.947483
2278,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,1278.422328
2279,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2017,31/12/2017,1455.461464
2280,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Irrigation,Electronics and Lights,Irrigation,Electronics and Lighting,Non-Transport,2017,31/12/2017,1684.502555
2281,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,56.091401
2282,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2017,31/12/2017,70.684729
2283,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,3.535499
2284,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2017,31/12/2017,3.535499
2285,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,10.603691
2286,D,"Electricity, Gas, Water and Waste Services",Industrial,Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2017,31/12/2017,1813.530285
2287,C113,Dairy Product Manufacturing,Industrial,Biogas,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,8.361
2288,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Fuel Oil,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,175.567291
2289,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,LPG,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,318.062183
2290,C113,Dairy Product Manufacturing,Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,5785.802349
2291,C113,Dairy Product Manufacturing,Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,5571.316249
2292,C113,Dairy Product Manufacturing,Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,1930.379837
2293,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,0.261622
2294,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,16.262996
2295,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,2.614763
2296,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,7.83056
2297,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,Iron and Steel Manufacturing,Iron and Steel,Non-Transport,2017,31/12/2017,519.37957
2298,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,1406.879819
2299,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Industrial Ovens,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,219.142388
2300,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,40.810019
2301,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,7.377676
2302,C22-C24,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,526.896559
2303,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,17.821601
2304,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,499.038104
2305,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,35.645971
2306,E,Construction,Industrial,Fuel Oil,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,373.551782
2307,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Wholesale and Retail Trade - Non Food,Commercial,LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,529.963236
2308,F36,Wholesale Trade - Food,Commercial,LPG,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,3.041764
2309,G41,Retail Trade - Food,Commercial,LPG,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,14.752256
2310,G41,Retail Trade - Food,Commercial,LPG,Fossil Fuels,Cooking Ovens,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2017,31/12/2017,741.604486
2311,H,Accommodation and Food Services,Commercial,LPG,Fossil Fuels,Cooking Ovens,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2017,31/12/2017,296.942854
2312,H,Accommodation and Food Services,Commercial,LPG,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,40.361802
2313,H,Accommodation and Food Services,Commercial,LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,15.242438
2314,J,Information Media and Telecommunications,Commercial,LPG,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,11.275353
2315,H,Accommodation and Food Services,Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,23.557945
2316,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Internal Combustion Engine (Sea Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,959.25706
2317,C111-C112,Meat and Meat Product Manufacturing and Seafood,Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,46.276807
2318,C111-C112,Meat and Meat Product Manufacturing and Seafood,Industrial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2017,31/12/2017,1671.292682
2319,C111-C112,Meat and Meat Product Manufacturing and Seafood,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,1049.492568
2320,C111-C112,Meat and Meat Product Manufacturing and Seafood,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,167.068808
2321,C16,Printing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,
2322,C16,Printing,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,
2323,C16,Printing,Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,
2324,C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,674.869275
2325,C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2017,31/12/2017,16.195901
2326,C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,66.288793
2327,C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,43.168995
2328,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,199.727285
2329,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2017,31/12/2017,808.619669
2330,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,461.819786
2331,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2017,31/12/2017,1524.746729
2332,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,2048.007464
2333,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,623.614368
2334,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,539.084214
2335,N73,"Building Cleaning, Pest Control and Other Support Services",Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,35.595066
2336,N73,"Building Cleaning, Pest Control and Other Support Services",Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2017,31/12/2017,3.960428
2337,N73,"Building Cleaning, Pest Control and Other Support Services",Commercial,Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2017,31/12/2017,35.595066
2338,N73,"Building Cleaning, Pest Control and Other Support Services",Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,3.595239
2339,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,
2340,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,
2341,C113,Dairy Product Manufacturing,Industrial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,118.089
2342,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Fuel Oil,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,196.556554
2343,C14,Wood Product Manufacturing,Industrial,LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,1.442869
2344,Q,Health Care and Social Assistance,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,81.641323
2345,Q,Health Care and Social Assistance,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,35.555052
2346,Q,Health Care and Social Assistance,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,82.595242
2347,C16,Printing,Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,80.384219
2348,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Wholesale and Retail Trade - Non Food,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,173.165985
2349,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Wholesale and Retail Trade - Non Food,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,393.570181
